transaction_id,user_id,amount,transaction_type,merchant_category,country,hour,device_risk_score,ip_risk_score,is_fraud
28,485,3484.02,POS,Food,TR,16,0.39756795129103495,0.19272595505963594,0
29,291,2061.25,Online,Grocery,UK,0,0.5981922593608501,0.47303742898893625,0
30,376,4372.22,QR,Grocery,DE,20,0.7247798848055885,0.3385978695467505,1
31,260,2578.6,ATM,Electronics,UK,20,0.6335279558385326,0.10647499428759052,0
32,559,4865.69,QR,Grocery,FR,7,0.6617653763552201,0.12391339408185784,0
33,413,3011.67,ATM,Grocery,FR,22,0.2766458301636667,0.4420578855535827,0
34,121,1123.13,ATM,Clothing,UK,23,0.051864291252817045,0.012360804692366334,0
35,352,4109.84,ATM,Food,FR,5,0.9500096202716212,0.11286633314835813,0
36,847,1728.69,QR,Clothing,DE,21,0.517692677395007,0.04007754936019142,0
37,956,1741.36,ATM,Clothing,US,17,0.4480771550364151,0.26259569585816944,1
38,660,163.86,QR,Travel,FR,5,0.0,0.6633970024362491,0
39,574,2745.83,POS,Clothing,FR,4,0.9392754898399287,0.0,0
40,158,2674.45,Online,Electronics,UK,12,0.5051419416430523,0.14467251061969746,0
41,610,1783.18,Online,Electronics,DE,18,0.8496585626161193,0.2765468323105107,0
42,781,4471.62,ATM,Travel,US,21,0.4317756932216441,0.0,0
43,575,648.1,QR,Food,UK,7,0.8230313954146787,0.3170014421449295,0
44,799,1653.85,Online,Food,UK,8,0.2807698539452005,0.4112075408945622,0
45,882,1611.31,QR,Clothing,DE,16,0.2761664165485981,0.39044488190786275,0
46,289,465.99,QR,Clothing,US,2,0.6437241324582591,0.7322909930959299,0
47,786,2408.32,ATM,Clothing,DE,18,0.20840754827262886,0.24296779161600762,0
48,662,3440.48,Online,Food,US,10,0.0806355209508196,0.2605988645220638,0
49,975,2560.73,ATM,Grocery,DE,23,0.3573247333116601,0.09484511709588203,0
50,666,789.1,ATM,Electronics,UK,16,0.24792156193709286,0.10066346904503251,0
51,343,1889.54,Online,Grocery,UK,20,0.1907294113754423,0.17809412845168063,0
52,931,17.96,Online,Grocery,TR,18,0.11985995717855039,0.3175635774199662,0
53,604,4342.16,POS,Food,FR,1,0.08488119558602403,0.3306008924603872,1
54,230,427.16,POS,Grocery,DE,7,0.16886867725249138,0.0,0
55,584,2988.4,QR,Travel,TR,18,0.5367695988488282,0.12409956766732583,0
56,918,4931.35,Online,Clothing,FR,6,0.6758236105247922,0.4163261070348421,1
57,746,2685.27,POS,Travel,DE,16,0.5147049013963887,0.19923560323117223,0
58,120,4620.59,QR,Electronics,US,5,0.3493272351202602,0.2614559641895381,0
60,266,3800.98,QR,Grocery,UK,23,0.0,0.39361920289890906,0
61,373,2658.67,POS,Electronics,TR,5,0.19154015374583613,0.205852626407673,0
62,487,3603.98,Online,Clothing,FR,1,0.1220161323776248,0.0,0
63,700,316.4,ATM,Grocery,FR,5,0.08089733595452452,0.5472529479931305,0
64,415,742.96,QR,Travel,UK,22,0.07794884337059246,0.4247150645323988,0
65,113,669.92,POS,Clothing,DE,4,0.1866940226675638,0.19005951484352804,0
66,341,3437.39,POS,Grocery,US,18,0.3446778695919096,0.3317869236557679,0
67,876,4222.98,ATM,Travel,UK,19,0.39576607050298984,0.46998741793057186,1
68,445,3749.33,ATM,Electronics,US,3,0.0,0.08304901120420344,0
69,664,157.21,POS,Electronics,DE,21,0.0543875149581714,0.20781751682140373,0
70,997,4336.74,Online,Electronics,FR,16,0.3565277365366051,0.4537332666371528,0
71,439,1773.96,ATM,Electronics,US,10,0.3382093955344657,0.021914762552361605,0
72,191,1988.83,POS,Food,TR,3,0.1998551434578675,0.5106124815584896,0
73,466,528.82,ATM,Clothing,TR,12,0.32865899003351257,0.41155628013296436,1
74,554,3688.34,Online,Clothing,UK,19,0.3063867684848548,0.4667172518084443,0
75,527,915.51,QR,Food,DE,16,0.2640319037145621,0.1987792343611832,0
76,608,2822.01,ATM,Grocery,UK,8,0.6434867859161494,0.21404667295127178,0
77,875,4204.35,Online,Grocery,UK,3,0.1927441576275068,0.49630990120814267,0
78,134,450.58,POS,Electronics,UK,22,0.06917803719107758,0.0,0
79,305,2679.0,ATM,Travel,TR,13,0.18554274380076477,0.29291451073000135,0
80,180,1169.92,ATM,Grocery,TR,18,0.2593190158407822,0.40274596148986763,0
81,661,1717.92,POS,Travel,UK,2,0.5956696512426785,0.5873664702783932,0
82,971,2372.48,QR,Clothing,TR,13,0.0,0.2269522215447984,0
83,487,1778.75,POS,Travel,DE,7,0.1956079551283239,0.07642155999939834,0
84,101,3245.87,ATM,Clothing,UK,23,0.24583790440547146,0.4653562705789355,0
85,489,2400.51,POS,Food,TR,0,0.13279159301382903,0.3654661220917784,0
86,665,2923.08,Online,Food,US,9,0.2041126261379579,0.6788002263727911,0
87,205,3685.43,POS,Electronics,UK,17,0.2635654436710195,0.7464153985501968,0
88,871,2790.92,ATM,Grocery,UK,15,0.3971975907633981,0.3622554747844219,0
89,921,2934.74,POS,Electronics,DE,7,0.425700053641148,0.3347048090403369,0
90,576,2824.47,QR,Clothing,FR,0,0.2893504327599452,0.1442099499454648,0
91,802,1896.97,POS,Electronics,FR,11,0.8698580106162113,0.6005366356773872,0
92,501,1690.55,QR,Travel,DE,7,0.0,0.5222975026175118,0
93,829,4498.74,Online,Clothing,DE,23,0.49616165110552257,0.029533752931431734,0
94,655,3039.74,QR,Food,DE,15,0.131757172001373,0.540303262464492,0
95,261,1225.54,POS,Grocery,FR,17,0.15998368694471837,0.4855208257565361,0
96,301,2493.75,ATM,Clothing,DE,3,0.0002618931789467871,0.0,0
97,369,1655.09,QR,Clothing,TR,5,0.4168533352859974,0.37039000496169144,0
98,962,4668.79,Online,Travel,UK,11,0.38265965498991794,0.5446704248084553,0
99,915,42.63,QR,Grocery,UK,8,0.2244409439979108,0.5194301048245752,0
100,370,1130.54,QR,Food,US,14,0.10707288498246281,0.4693453347959863,0
101,288,409.52,POS,Clothing,DE,23,0.2923984577874983,0.21855663675005884,0
102,963,1619.66,Online,Grocery,UK,2,0.48625902148784113,0.2450410757270271,0
103,249,2719.98,Online,Food,DE,1,0.3168239082218042,0.22416752003881958,0
104,443,450.48,ATM,Food,UK,22,0.0,0.14798365696144062,0
105,742,398.71,POS,Grocery,UK,2,0.4077873539744275,0.2825866750034608,0
106,121,437.38,QR,Travel,US,3,0.37324838641150493,0.573229615560417,1
107,314,4899.44,Online,Travel,TR,22,0.6865223041926315,0.5286595505374431,1
108,430,233.91,QR,Electronics,DE,8,0.44919598282766863,0.10659357597116812,0
109,558,2608.28,POS,Electronics,US,4,0.301373546747127,0.23073981881682352,0
110,187,1434.74,ATM,Food,DE,1,0.23199859235489705,0.5891398867332308,0
111,472,4674.37,POS,Electronics,DE,4,0.0,0.13404558066922246,0
112,199,2864.08,POS,Electronics,UK,3,0.11303847957973711,0.5057173273188544,0
113,971,1542.84,ATM,Grocery,TR,21,0.3146197115854651,0.20786529340910103,0
114,763,2229.62,QR,Grocery,US,2,0.0,0.03810014022415177,0
115,230,1210.64,POS,Electronics,DE,10,0.0,0.043510526848938744,0
116,761,2631.79,Online,Food,TR,23,0.0,0.12646399039021287,0
117,408,3134.19,POS,Travel,FR,11,0.23236357416416183,0.2974971206103138,0
118,869,3859.94,ATM,Grocery,US,23,0.2647000858102046,0.2796791219156475,0
119,443,4256.49,Online,Travel,FR,11,0.3278852377469317,0.15555415774619438,0
120,591,2459.78,ATM,Electronics,TR,2,0.1332219987979603,0.12079084126757656,0
121,513,3826.54,ATM,Clothing,TR,3,0.0,0.1388487903567784,0
122,905,1780.45,QR,Clothing,FR,7,0.20888252277085775,0.010468972580436946,0
123,485,3806.35,QR,Electronics,US,11,0.1436402804515591,0.1345985390715977,0
124,291,1575.52,POS,Travel,UK,14,0.0,0.5516315531478203,0
125,376,57.77,Online,Clothing,FR,4,0.3697964648720173,0.4287823521666993,0
126,260,2563.88,QR,Travel,TR,23,0.1062013896568856,0.3340576307374895,0
127,559,2908.57,ATM,Food,US,21,0.2464735513982054,0.1764619448375631,0
128,413,2687.21,Online,Food,UK,2,0.3421118182967657,0.34739501550974495,0
129,121,4119.04,Online,Travel,UK,7,0.12260212643538419,0.2319760742118314,0
130,352,4762.33,POS,Travel,US,22,0.08940860555244867,0.0,0
131,847,1599.98,QR,Travel,DE,5,0.02100806440210392,0.2064951433388707,0
132,956,211.77,QR,Travel,DE,15,0.0,0.2529944372986423,0
133,660,2140.09,ATM,Travel,TR,21,0.15830761136453914,0.14444583196901848,0
134,574,3873.34,ATM,Grocery,TR,19,0.37000454320498773,0.1691340172554763,0
135,158,1873.5,ATM,Food,UK,16,0.14781469550058525,0.0,0
136,610,1312.44,ATM,Electronics,FR,14,0.11149721667262366,0.21855663675005884,0
137,781,422.56,ATM,Food,UK,0,0.023455118461681887,0.2450410757270271,0
138,575,3401.37,ATM,Grocery,TR,0,0.21312455945024978,0.22416752003881958,1
139,799,2863.09,QR,Electronics,UK,21,0.17066847285888292,0.14798365696144062,0
140,882,4168.04,ATM,Electronics,DE,8,0.6317273051720967,0.2825866750034608,1
141,289,3211.83,QR,Electronics,US,11,0.5931391785839026,0.573229615560417,1
142,786,1341.16,ATM,Grocery,DE,5,0.0,0.5286595505374431,0
143,662,4428.16,QR,Clothing,FR,18,0.19074962516788446,0.10659357597116812,1
144,975,4196.48,POS,Grocery,DE,23,0.15390406941671162,0.23073981881682352,0
145,666,3577.6,QR,Electronics,TR,14,0.530509638746421,0.5891398867332308,0
146,343,2698.07,QR,Electronics,DE,15,0.44770545129103495,0.13404558066922246,0
147,931,3938.82,Online,Clothing,TR,10,0.6483297593608501,0.5057173273188544,1
148,604,2719.5,ATM,Food,UK,2,0.7749173848055885,0.20786529340910103,1
149,230,131.29,POS,Travel,TR,22,0.6836654558385326,0.03810014022415177,0
150,584,2136.96,Online,Food,UK,21,0.7119028763552201,0.043510526848938744,0
151,918,1750.62,QR,Travel,FR,12,0.3267833301636667,0.12646399039021287,0
152,746,456.63,POS,Food,DE,22,0.10200179125281705,0.2974971206103138,0
153,120,4109.84,POS,Grocery,TR,23,1.0,0.2796791219156475,1
154,940,1728.69,Online,Electronics,FR,5,0.567830177395007,0.15555415774619438,0
155,266,1741.36,QR,Grocery,UK,11,0.4982146550364151,0.12079084126757656,0
156,373,163.86,Online,Electronics,UK,11,0.0,0.1388487903567784,0
157,487,2745.83,Online,Food,FR,19,0.9894129898399287,0.010468972580436946,0
158,700,2674.45,Online,Food,TR,18,0.5552794416430523,0.1345985390715977,1
159,415,1783.18,POS,Grocery,DE,1,0.8997960626161193,0.5516315531478203,0
160,113,4471.62,POS,Travel,US,2,0.4819131932216441,0.4287823521666993,1
161,341,648.1,ATM,Electronics,FR,1,0.8731688954146787,0.3340576307374895,0
162,876,1653.85,ATM,Food,UK,22,0.3309073539452005,0.1764619448375631,0
163,445,1611.31,Online,Food,FR,4,0.3263039165485981,0.34739501550974495,0
164,664,465.99,ATM,Travel,DE,5,0.6938616324582591,0.2319760742118314,0
165,997,2408.32,POS,Grocery,TR,23,0.25854504827262886,0.0,0
166,439,3440.48,ATM,Electronics,TR,11,0.1307730209508196,0.2064951433388707,0
167,191,2560.73,QR,Travel,US,18,0.4074622333116601,0.2529944372986423,0
168,466,789.1,POS,Grocery,FR,19,0.29805906193709286,0.14444583196901848,0
169,554,1889.54,POS,Food,UK,2,0.2408669113754423,0.1691340172554763,0
170,527,17.96,Online,Food,TR,2,0.16999745717855039,0.0,0
171,608,4342.16,ATM,Food,DE,10,0.13501869558602403,0.21855663675005884,1
172,875,427.16,QR,Travel,DE,14,0.21900617725249138,0.2450410757270271,0
173,134,2988.4,Online,Grocery,US,23,0.5869070988488282,0.22416752003881958,1
174,305,4931.35,QR,Clothing,UK,11,0.7259611105247922,0.14798365696144062,1
175,180,2685.27,Online,Clothing,TR,14,0.5648424013963887,0.2825866750034608,0
176,661,4620.59,POS,Clothing,DE,23,0.3994647351202602,0.573229615560417,1
177,971,1184.4,ATM,Grocery,TR,5,0.5882791898563487,0.5286595505374431,0
178,487,3800.98,Online,Clothing,TR,23,0.0,0.10659357597116812,0
179,101,2658.67,ATM,Food,UK,5,0.24167765374583613,0.23073981881682352,0
180,489,3603.98,POS,Electronics,UK,2,0.1721536323776248,0.5891398867332308,0
181,665,316.4,Online,Travel,UK,7,0.13103483595452452,0.13404558066922246,0
182,205,742.96,ATM,Grocery,TR,2,0.12808634337059246,0.5057173273188544,0
183,871,669.92,POS,Electronics,DE,21,0.2368315226675638,0.20786529340910103,0
184,921,3437.39,Online,Clothing,US,5,0.3948153695919096,0.03810014022415177,0
185,576,4222.98,POS,Clothing,UK,16,0.44590357050298984,0.043510526848938744,1
186,802,3749.33,POS,Travel,DE,2,0.0,0.12646399039021287,0
187,501,157.21,Online,Food,DE,15,0.1045250149581714,0.2974971206103138,0
188,829,4336.74,Online,Travel,FR,1,0.4066652365366051,0.2796791219156475,0
189,655,1773.96,ATM,Electronics,FR,14,0.3883468955344657,0.15555415774619438,0
190,261,1988.83,QR,Food,UK,1,0.2499926434578675,0.12079084126757656,0
191,301,528.82,Online,Clothing,US,23,0.37879649003351257,0.1388487903567784,0
192,369,3688.34,POS,Travel,FR,1,0.3565242684848548,0.010468972580436946,0
193,962,915.51,POS,Grocery,UK,1,0.3141694037145621,0.1345985390715977,0
194,915,2822.01,POS,Grocery,UK,2,0.6936242859161494,0.5516315531478203,0
195,370,4204.35,QR,Grocery,US,2,0.2428816576275068,0.4287823521666993,0
196,288,450.58,POS,Food,DE,23,0.11931553719107758,0.3340576307374895,0
197,963,2679.0,Online,Travel,FR,2,0.23567924380076477,0.1764619448375631,0
198,249,1169.92,POS,Travel,DE,1,0.3094565158407822,0.34739501550974495,0
199,443,1717.92,QR,Travel,UK,22,0.6458071512426785,0.2319760742118314,0
200,742,2372.48,POS,Food,US,2,0.0501375,0.0,0
201,121,1778.75,POS,Clothing,DE,1,0.2457454551283239,0.2064951433388707,0
202,314,3245.87,Online,Clothing,US,2,0.29597540440547146,0.2529944372986423,0
203,430,2400.51,QR,Food,UK,1,0.18292909301382903,0.14444583196901848,0
204,558,2923.08,POS,Grocery,FR,2,0.2542501261379579,0.1691340172554763,0
205,187,3685.43,Online,Food,DE,1,0.3137029436710195,0.0,0
206,472,2790.92,Online,Grocery,FR,2,0.4473350907633981,0.21855663675005884,0
207,199,2934.74,Online,Clothing,UK,1,0.475837553641148,0.2450410757270271,0
208,971,2824.47,QR,Travel,TR,2,0.3394879327599452,0.22416752003881958,0
209,763,1896.97,POS,Travel,US,1,0.9200055106162113,0.14798365696144062,0
210,230,1690.55,ATM,Electronics,DE,2,0.0501375,0.2825866750034608,0
211,761,4498.74,Online,Electronics,UK,1,0.5463039511055226,0.573229615560417,1
212,408,3039.74,Online,Electronics,UK,2,0.181894672001373,0.5286595505374431,0
213,869,1225.54,QR,Food,TR,1,0.21012118694471837,0.10659357597116812,0
214,443,2493.75,POS,Electronics,UK,2,0.05039939317894678,0.23073981881682352,0
215,591,1655.09,Online,Clothing,FR,1,0.4670008352859974,0.5891398867332308,0
216,513,4668.79,POS,Travel,DE,2,0.43280715498991794,0.13404558066922246,1
217,905,42.63,ATM,Electronics,UK,1,0.2745784439979108,0.5057173273188544,0
218,485,1130.54,POS,Travel,US,2,0.1572103849824628,0.20786529340910103,0
219,291,409.52,Online,Grocery,FR,1,0.3425408577874983,0.03810014022415177,0
220,376,1619.66,Online,Clothing,DE,2,0.5363965214878411,0.043510526848938744,0
221,260,2719.98,Online,Grocery,UK,1,0.3669614082218042,0.12646399039021287,0
222,559,450.48,Online,Food,FR,2,0.0501375,0.2974971206103138,0
223,413,398.71,POS,Food,TR,1,0.4579301539744275,0.2796791219156475,0
224,121,437.38,Online,Grocery,UK,2,0.42339118641150493,0.15555415774619438,0
225,352,4899.44,Online,Clothing,FR,1,0.7366601041926315,0.12079084126757656,1
226,847,233.91,QR,Food,DE,2,0.4993387828276686,0.1388487903567784,0
227,956,2608.28,POS,Electronics,US,1,0.35151525493975184,0.010468972580436946,0
228,660,1434.74,ATM,Food,UK,2,0.28213609235489705,0.1345985390715977,0
229,574,4674.37,POS,Grocery,DE,1,0.0501375,0.5516315531478203,1
230,158,2864.08,POS,Food,TR,2,0.16317617957973711,0.4287823521666993,0
231,610,1542.84,ATM,Grocery,UK,1,0.3647572115854651,0.3340576307374895,0
232,781,2229.62,QR,Electronics,UK,2,0.0501375,0.1764619448375631,0
233,575,1210.64,POS,Electronics,UK,1,0.0501375,0.34739501550974495,0
234,799,2631.79,QR,Food,FR,2,0.0501375,0.2319760742118314,0
235,882,3134.19,Online,Clothing,US,1,0.28250107416416183,0.0,0
236,289,3859.94,ATM,Travel,DE,2,0.3148375858102046,0.2064951433388707,0
237,786,4256.49,Online,Food,UK,1,0.3780227377469317,0.2529944372986423,1
238,662,2459.78,POS,Clothing,FR,2,0.1833594987979603,0.14444583196901848,0
239,975,3826.54,POS,Clothing,DE,1,0.0501375,0.1691340172554763,0
240,666,1780.45,POS,Travel,US,2,0.25902002277085775,0.0,0
241,343,3806.35,POS,Food,TR,1,0.1937777804515591,0.21855663675005884,0
242,931,1575.52,Online,Electronics,UK,2,0.0501375,0.2450410757270271,0
243,604,57.77,ATM,Electronics,FR,1,0.4199339648720173,0.22416752003881958,0
244,230,2563.88,Online,Electronics,UK,2,0.1563388896568856,0.14798365696144062,0
245,584,2908.57,QR,Travel,DE,1,0.2966110513982054,0.2825866750034608,0
246,918,2687.21,Online,Food,UK,2,0.3922493182967657,0.573229615560417,0
247,746,4119.04,POS,Grocery,UK,1,0.17273962643538419,0.5286595505374431,1
248,120,4762.33,POS,Food,TR,2,0.13954610555244867,0.10659357597116812,1
249,940,1599.98,Online,Food,US,1,0.07114556440210392,0.23073981881682352,0
250,266,211.77,QR,Travel,DE,2,0.0501375,0.5891398867332308,0
251,373,2140.09,Online,Electronics,FR,1,0.20844511136453914,0.13404558066922246,0
252,487,3873.34,POS,Travel,UK,2,0.4201420432049877,0.5057173273188544,1
253,700,1873.5,QR,Clothing,US,1,0.19795219550058525,0.20786529340910103,0
254,415,1312.44,ATM,Grocery,TR,2,0.16163471667262366,0.03810014022415177,0
255,113,422.56,Online,Food,UK,1,0.07359261846168189,0.043510526848938744,0
256,341,3401.37,POS,Electronics,UK,2,0.2632620594502498,0.12646399039021287,0
257,876,2863.09,ATM,Electronics,FR,1,0.22080597285888292,0.2974971206103138,0
258,445,4168.04,POS,Food,US,2,0.6818648051720967,0.2796791219156475,1
259,664,3211.83,ATM,Clothing,DE,1,0.6432766785839026,0.15555415774619438,1
260,997,1341.16,Online,Food,FR,2,0.0501375,0.12079084126757656,0
261,439,4428.16,ATM,Food,DE,1,0.24088712516788446,0.1388487903567784,1
262,191,4196.48,POS,Electronics,US,2,0.20404156941671162,0.010468972580436946,1
263,466,3577.6,Online,Grocery,UK,1,0.580647138746421,0.1345985390715977,1
264,554,2698.07,ATM,Electronics,UK,2,0.49784295129103495,0.5516315531478203,0
265,527,3938.82,Online,Clothing,UK,1,0.6984672593608501,0.4287823521666993,1
266,608,2719.5,POS,Food,TR,2,0.8250548848055885,0.3340576307374895,1
267,875,131.29,QR,Grocery,UK,1,0.7338029558385326,0.1764619448375631,0
268,134,2136.96,ATM,Travel,TR,2,0.7620403763552201,0.34739501550974495,1
269,305,1750.62,QR,Travel,DE,1,0.3769208301636667,0.2319760742118314,0
270,180,456.63,ATM,Grocery,US,2,0.15213929125281705,0.0,0
271,661,4109.84,POS,Food,UK,1,1.0,0.2064951433388707,1
272,971,1728.69,ATM,Travel,DE,2,0.617967677395007,0.2529944372986423,0
273,487,1741.36,QR,Travel,UK,1,0.5483521550364151,0.14444583196901848,0
274,101,163.86,POS,Food,FR,2,0.0501375,0.1691340172554763,0
275,489,2745.83,ATM,Electronics,TR,1,1.0,0.0,0
276,665,2674.45,QR,Grocery,DE,2,0.6054169416430523,0.21855663675005884,0
277,205,1783.18,POS,Grocery,FR,1,0.9499335626161193,0.2450410757270271,1
278,871,4471.62,Online,Clothing,DE,2,0.5320506932216441,0.22416752003881958,1
279,921,648.1,ATM,Clothing,FR,1,0.9233063954146787,0.14798365696144062,0
280,576,1653.85,QR,Clothing,UK,2,0.3810448539452005,0.2825866750034608,0
281,802,1611.31,ATM,Clothing,FR,1,0.3764414165485981,0.573229615560417,0
282,501,465.99,Online,Electronics,TR,2,0.7439991324582591,0.5286595505374431,0
283,829,2408.32,POS,Electronics,UK,1,0.30868254827262886,0.10659357597116812,0
284,655,3440.48,ATM,Food,US,2,0.1809105209508196,0.23073981881682352,0
285,261,2560.73,QR,Food,FR,1,0.4575997333116601,0.5891398867332308,0
286,301,789.1,QR,Food,US,2,0.34819656193709286,0.13404558066922246,0
287,369,1889.54,POS,Grocery,TR,1,0.2910044113754423,0.5057173273188544,0
288,962,17.96,ATM,Grocery,DE,2,0.2201349571785504,0.20786529340910103,0
289,915,4342.16,ATM,Electronics,FR,1,0.18515619558602403,0.03810014022415177,1
290,370,427.16,QR,Travel,UK,2,0.2691436772524914,0.043510526848938744,0
291,288,2988.4,Online,Grocery,US,1,0.6370445988488282,0.12646399039021287,1
292,963,4931.35,POS,Food,TR,2,0.7760986105247922,0.2974971206103138,1
293,249,2685.27,POS,Electronics,US,1,0.6149799013963887,0.2796791219156475,0
294,443,4620.59,ATM,Grocery,TR,2,0.4496022351202602,0.15555415774619438,1
295,742,1184.4,POS,Electronics,UK,1,0.6384166898563487,0.12079084126757656,0
296,121,3800.98,Online,Food,DE,2,0.0501375,0.1388487903567784,0
297,314,2658.67,POS,Electronics,TR,1,0.29181515374583613,0.010468972580436946,0
298,430,3603.98,Online,Electronics,FR,2,0.2222911323776248,0.1345985390715977,0
299,558,316.4,ATM,Food,UK,1,0.18117233595452452,0.5516315531478203,0
300,187,742.96,ATM,Electronics,US,2,0.17822384337059246,0.4287823521666993,0
301,472,669.92,POS,Grocery,DE,1,0.2869690226675638,0.3340576307374895,0
302,199,3437.39,POS,Electronics,DE,2,0.4449528695919096,0.1764619448375631,0
303,971,4222.98,POS,Grocery,TR,1,0.49604107050298984,0.34739501550974495,1
304,763,3749.33,POS,Grocery,UK,2,0.0501375,0.2319760742118314,0
305,230,157.21,ATM,Clothing,TR,1,0.1546625149581714,0.0,0
306,761,4336.74,Online,Clothing,UK,2,0.4568027365366051,0.2064951433388707,0
307,408,1773.96,Online,Food,UK,1,0.4384843955344657,0.2529944372986423,0
308,869,1988.83,QR,Food,DE,2,0.3001301434578675,0.14444583196901848,0
309,443,528.82,ATM,Clothing,TR,1,0.42893399003351257,0.1691340172554763,1
310,591,3688.34,ATM,Grocery,TR,2,0.4066617684848548,0.0,0
311,513,915.51,POS,Food,TR,1,0.3643069037145621,0.21855663675005884,0
312,905,2822.01,ATM,Clothing,DE,2,0.7437617859161494,0.2450410757270271,0
313,485,4204.35,POS,Food,UK,1,0.2930191576275068,0.22416752003881958,1
314,291,450.58,POS,Food,DE,2,0.16945303719107758,0.14798365696144062,0
315,376,2679.0,QR,Electronics,FR,1,0.28581674380076477,0.2825866750034608,0
316,260,1169.92,POS,Electronics,UK,2,0.3595940158407822,0.573229615560417,0
317,559,1717.92,POS,Food,UK,1,0.6959446512426785,0.5286595505374431,0
318,413,2372.48,ATM,Electronics,FR,2,0.100275,0.10659357597116812,0
319,121,1778.75,Online,Food,TR,1,0.2958829551283239,0.23073981881682352,0
320,352,3245.87,Online,Clothing,TR,2,0.34611290440547146,0.5891398867332308,0
321,847,2400.51,ATM,Clothing,FR,1,0.23306659301382903,0.13404558066922246,0
322,956,2923.08,POS,Clothing,DE,2,0.3043876261379579,0.5057173273188544,0
323,660,3685.43,ATM,Electronics,UK,1,0.3638404436710195,0.20786529340910103,1
324,574,2790.92,QR,Food,TR,2,0.4974725907633981,0.03810014022415177,0
325,158,2934.74,Online,Clothing,UK,1,0.525975053641148,0.043510526848938744,0
326,610,2824.47,QR,Travel,UK,2,0.3896254327599452,0.12646399039021287,0
327,781,1896.97,ATM,Travel,UK,1,0.9701430106162113,0.2974971206103138,0
328,575,1690.55,Online,Electronics,US,2,0.100275,0.2796791219156475,0
329,799,4498.74,POS,Electronics,UK,1,0.5964414511055226,0.15555415774619438,1
330,882,3039.74,Online,Electronics,UK,2,0.232032172001373,0.12079084126757656,0
331,289,1225.54,POS,Electronics,UK,1,0.26025868694471837,0.1388487903567784,0
332,786,2493.75,Online,Clothing,UK,2,0.10053689317894679,0.010468972580436946,0
333,662,1655.09,ATM,Travel,FR,1,0.5171383352859974,0.1345985390715977,0
334,975,4668.79,POS,Travel,DE,2,0.48294465498991794,0.5516315531478203,1
335,666,42.63,POS,Electronics,UK,1,0.3247159439979108,0.4287823521666993,0
336,343,1130.54,ATM,Food,UK,2,0.20734788498246281,0.3340576307374895,0
337,931,409.52,POS,Clothing,DE,1,0.3926783577874983,0.1764619448375631,0
338,604,1619.66,Online,Electronics,DE,2,0.5865340214878411,0.34739501550974495,0
339,230,2719.98,POS,Electronics,UK,1,0.4170989082218042,0.2319760742118314,0
340,584,450.48,ATM,Electronics,UK,2,0.100275,0.0,0
341,918,398.71,Online,Food,DE,1,0.5080676539744275,0.2064951433388707,0
342,746,437.38,POS,Electronics,US,2,0.47352868641150493,0.2529944372986423,0
343,120,4899.44,Online,Travel,UK,1,0.7867976041926315,0.14444583196901848,1
344,940,233.91,POS,Food,DE,2,0.5494762828276686,0.1691340172554763,0
345,266,2608.28,POS,Electronics,UK,1,0.40165275493975184,0.0,0
